user_id,matched_user_id,action,timestamp,text_score,mbti_score,skill_score,location_score,experience_score,compatibility_score
U020,U009,0,2026-08-14 23:32:00,10.23,75.0,0.0,0.0,90.0,24.61
U021,U012,0,2026-08-31 10:43:00,18.74,60.0,0.0,0.0,50.0,23.87
U021,U004,1,2026-08-01 06:41:00,30.61,90.0,0.0,0.0,50.0,35.81
U021,U080,1,2026-08-17 14:58:00,9.98,75.0,16.67,0.0,70.0,25.99
U021,U002,0,2026-08-11 11:41:00,10.15,85.0,28.57,0.0,50.0,28.86
U021,U008,0,2026-08-07 13:55:00,3.06,65.0,16.67,0.0,60.0,20.03
U022,U096,0,2026-08-21 12:24:00,4.54,60.0,0.0,0.0,80.0,18.27
U022,U029,0,2026-08-02 20:29:00,3.84,80.0,0.0,100.0,70.0,31.42
U022,U071,1,2026-08-01 18:03:00,26.67,70.0,50.0,100.0,100.0,49.84
U022,U016,1,2026-08-18 10:30:00,5.83,65.0,20.0,0.0,70.0,22.42
U022,U055,1,2026-08-10 04:14:00,30.92,70.0,16.67,0.0,90.0,36.46
U023,U065,0,2026-08-21 14:54:00,8.05,65.0,0.0,0.0,90.0,21.52
U023,U082,0,2026-08-12 07:28:00,6.24,70.0,14.29,0.0,80.0,23.26
U023,U054,0,2026-08-07 06:03:00,4.63,80.0,14.29,0.0,60.0,23.46
U023,U014,0,2026-08-23 02:09:00,11.5,75.0,14.29,0.0,70.0,26.39
U023,U042,0,2026-08-07 11:06:00,13.69,80.0,14.29,0.0,80.0,28.99
U024,U003,0,2026-08-22 17:13:00,4.97,40.0,0.0,100.0,70.0,23.99
U024,U082,0,2026-08-12 03:40:00,2.1,40.0,0.0,0.0,90.0,13.55
U024,U100,0,2026-08-12 07:32:00,6.23,40.0,0.0,0.0,80.0,15.11
U024,U002,0,2026-08-13 23:43:00,24.61,85.0,14.29,0.0,100.0,36.45
U024,U022,0,2026-08-24 06:40:00,5.8,80.0,0.0,0.0,70.0,22.4
U025,U094,0,2026-08-04 18:57:00,3.01,55.0,0.0,0.0,80.0,16.51
U025,U092,0,2026-08-04 19:03:00,11.48,90.0,14.29,0.0,90.0,30.38
U025,U002,0,2026-08-17 00:39:00,3.33,50.0,14.29,0.0,100.0,18.81
U025,U074,0,2026-08-11 16:59:00,8.49,70.0,0.0,0.0,70.0,21.74
U025,U066,1,2026-08-29 15:44:00,7.92,75.0,0.0,0.0,50.0,21.46
U026,U058,0,2026-08-19 14:26:00,1.59,70.0,0.0,0.0,70.0,18.3
U026,U066,0,2026-08-12 19:27:00,7.89,55.0,0.0,0.0,100.0,19.94
U026,U006,0,2026-08-20 21:37:00,24.55,55.0,28.57,0.0,80.0,31.56
U026,U022,1,2026-08-10 12:08:00,4.7,65.0,0.0,100.0,80.0,29.35
U026,U012,1,2026-08-02 08:23:00,2.26,75.0,0.0,0.0,70.0,19.63
U027,U015,1,2026-08-22 12:43:00,2.37,55.0,0.0,0.0,50.0,14.69
U027,U020,0,2026-08-27 03:31:00,8.15,50.0,14.29,0.0,90.0,20.72
U027,U017,0,2026-08-09 05:02:00,6.11,50.0,0.0,0.0,100.0,18.06
U027,U064,0,2026-08-01 05:01:00,4.78,70.0,0.0,0.0,50.0,18.89
U027,U055,1,2026-08-05 01:23:00,8.78,55.0,0.0,0.0,90.0,19.89
U028,U033,0,2026-08-08 06:08:00,3.2,50.0,0.0,0.0,80.0,15.6
U028,U024,0,2026-08-09 04:00:00,4.41,65.0,0.0,100.0,80.0,29.21
U028,U084,1,2026-08-02 14:27:00,3.93,70.0,0.0,0.0,90.0,20.47
U028,U045,0,2026-08-25 10:25:00,35.55,75.0,42.86,0.0,50.0,41.71
U028,U012,0,2026-08-19 13:46:00,8.95,55.0,0.0,0.0,100.0,20.47
U029,U042,0,2026-08-21 20:04:00,2.01,50.0,0.0,0.0,90.0,15.51
U029,U031,1,2026-08-21 20:36:00,2.43,40.0,0.0,0.0,100.0,14.21
U029,U064,0,2026-08-22 13:47:00,2.42,75.0,0.0,0.0,50.0,18.71
U029,U011,1,2026-08-19 05:06:00,2.56,55.0,0.0,0.0,100.0,17.28
U029,U038,0,2026-08-13 13:02:00,5.91,90.0,0.0,0.0,90.0,25.45
U030,U005,0,2026-08-10 19:57:00,3.66,65.0,0.0,0.0,90.0,19.33
U030,U062,0,2026-08-08 05:33:00,25.99,80.0,0.0,0.0,80.0,32.99
U030,U053,1,2026-08-29 07:45:00,16.09,85.0,0.0,0.0,90.0,29.55
U030,U016,1,2026-08-23 23:32:00,6.67,55.0,0.0,0.0,90.0,18.83
U030,U032,0,2026-08-24 13:15:00,5.38,40.0,0.0,0.0,90.0,15.19
U031,U097,0,2026-08-10 03:05:00,13.07,80.0,16.67,0.0,90.0,29.53
U031,U064,0,2026-08-10 12:55:00,6.79,65.0,0.0,0.0,50.0,18.89
U031,U081,0,2026-08-22 16:09:00,5.17,55.0,0.0,0.0,100.0,18.59
U031,U055,0,2026-08-12 10:30:00,16.59,50.0,0.0,0.0,80.0,22.29
U031,U072,0,2026-08-29 03:21:00,9.39,100.0,14.29,0.0,50.0,29.34
U032,U027,0,2026-08-18 09:09:00,4.0,65.0,0.0,0.0,90.0,19.5
U032,U013,0,2026-08-26 00:07:00,5.23,60.0,0.0,0.0,50.0,17.12
U032,U051,0,2026-08-15 21:03:00,9.15,55.0,0.0,0.0,60.0,18.58
U032,U039,0,2026-08-08 18:59:00,13.3,65.0,0.0,0.0,50.0,22.15
U032,U026,1,2026-08-11 23:25:00,70.06,85.0,57.14,0.0,50.0,63.1
U033,U043,1,2026-08-17 06:57:00,6.93,90.0,0.0,100.0,90.0,35.96
U033,U022,1,2026-08-06 03:07:00,3.35,65.0,0.0,0.0,70.0,18.18
U033,U063,0,2026-08-31 01:18:00,5.12,75.0,0.0,0.0,50.0,20.06
U033,U055,0,2026-08-07 03:14:00,4.38,75.0,0.0,0.0,80.0,21.19
U033,U023,1,2026-08-27 13:46:00,11.69,85.0,0.0,0.0,70.0,26.34
U034,U051,0,2026-08-20 00:27:00,11.97,85.0,33.33,0.0,60.0,30.98
U034,U095,0,2026-08-19 20:39:00,12.67,80.0,33.33,0.0,90.0,31.83
U034,U072,1,2026-08-22 12:20:00,14.3,100.0,14.29,0.0,50.0,31.79
U034,U080,0,2026-08-14 09:32:00,4.48,65.0,0.0,0.0,50.0,17.74
U034,U075,1,2026-08-05 23:24:00,7.47,55.0,0.0,0.0,80.0,18.74
U035,U004,1,2026-08-22 20:17:00,4.8,60.0,0.0,0.0,100.0,19.4
U035,U072,0,2026-08-30 11:04:00,6.61,40.0,28.57,0.0,60.0,18.59
U035,U057,1,2026-08-17 07:51:00,12.02,85.0,0.0,0.0,80.0,27.01
U035,U001,1,2026-08-12 09:27:00,9.88,70.0,33.33,0.0,50.0,26.44
U035,U074,0,2026-08-26 16:25:00,4.59,75.0,16.67,0.0,80.0,23.8
U036,U012,0,2026-08-02 08:41:00,7.91,70.0,0.0,0.0,50.0,20.45
U036,U023,0,2026-08-17 12:58:00,10.83,90.0,14.29,0.0,50.0,28.06
U036,U041,0,2026-08-05 21:00:00,24.09,80.0,14.29,0.0,50.0,32.69
U036,U034,0,2026-08-09 21:16:00,8.43,80.0,16.67,100.0,50.0,35.22
U036,U087,0,2026-08-23 05:59:00,21.94,80.0,16.67,0.0,50.0,31.97
U037,U036,0,2026-08-28 17:39:00,16.85,65.0,33.33,0.0,50.0,28.92
U037,U096,0,2026-08-12 09:48:00,29.63,85.0,14.29,0.0,90.0,38.46
U037,U054,0,2026-08-05 13:58:00,5.37,75.0,0.0,0.0,50.0,20.18
U037,U027,0,2026-08-16 01:59:00,1.03,60.0,0.0,0.0,90.0,17.01
U037,U004,0,2026-08-21 04:47:00,6.32,65.0,0.0,0.0,90.0,20.66
U038,U050,0,2026-08-30 14:32:00,5.99,50.0,0.0,0.0,80.0,17.0
U038,U094,1,2026-08-28 03:22:00,11.09,70.0,0.0,0.0,90.0,24.04
U038,U092,1,2026-08-17 10:40:00,4.6,65.0,14.29,0.0,100.0,22.44
U038,U079,0,2026-08-05 17:35:00,2.94,85.0,0.0,0.0,90.0,22.97
U038,U055,0,2026-08-28 05:51:00,12.02,100.0,0.0,0.0,90.0,30.51
U039,U087,1,2026-08-19 17:49:00,2.9,75.0,0.0,0.0,60.0,19.45
U039,U074,0,2026-08-29 20:36:00,2.61,40.0,0.0,0.0,80.0,13.3
U039,U096,0,2026-08-30 06:00:00,9.7,75.0,0.0,100.0,60.0,32.85
U039,U076,0,2026-08-07 00:10:00,62.38,60.0,42.86,0.0,90.0,54.12
U039,U049,0,2026-08-03 02:51:00,3.3,55.0,0.0,0.0,80.0,16.65
U040,U030,0,2026-08-30 14:36:00,12.76,100.0,16.67,0.0,90.0,33.38
U040,U041,0,2026-08-24 01:07:00,5.99,100.0,0.0,0.0,100.0,27.99
U040,U016,0,2026-08-27 03:43:00,5.44,55.0,0.0,0.0,100.0,18.72
U040,U050,1,2026-08-24 09:58:00,10.27,100.0,20.0,0.0,70.0,31.63
U040,U008,0,2026-08-16 21:00:00,3.31,75.0,20.0,100.0,50.0,32.16
U041,U076,0,2026-08-14 05:50:00,6.48,85.0,0.0,100.0,60.0,33.24
U041,U087,0,2026-08-31 07:42:00,24.95,100.0,14.29,100.0,90.0,49.12
U041,U028,0,2026-08-28 07:36:00,11.12,75.0,14.29,100.0,80.0,36.7
U041,U059,0,2026-08-22 04:56:00,7.97,70.0,0.0,0.0,50.0,20.48
U041,U042,0,2026-08-22 19:46:00,9.99,90.0,0.0,0.0,90.0,27.5
U042,U048,1,2026-08-31 00:32:00,4.82,55.0,14.29,0.0,80.0,19.55
U042,U063,1,2026-08-27 08:32:00,19.01,70.0,16.67,0.0,50.0,28.5
U042,U057,0,2026-08-02 00:38:00,5.01,65.0,0.0,0.0,80.0,19.51
U042,U015,0,2026-08-19 10:20:00,6.49,70.0,14.29,0.0,50.0,21.89
U042,U079,0,2026-08-30 07:29:00,6.68,55.0,0.0,0.0,90.0,18.84
U043,U095,1,2026-08-13 05:57:00,12.98,85.0,0.0,0.0,100.0,28.49
U043,U094,0,2026-08-26 14:29:00,16.73,85.0,0.0,0.0,90.0,29.86
U043,U003,0,2026-08-20 03:25:00,8.05,65.0,0.0,0.0,80.0,21.03
U043,U076,0,2026-08-29 07:04:00,5.45,80.0,0.0,0.0,70.0,22.22
U043,U055,0,2026-08-21 21:17:00,9.1,85.0,0.0,0.0,90.0,26.05
U044,U010,0,2026-08-20 11:50:00,3.21,65.0,0.0,0.0,70.0,18.11
U044,U092,0,2026-08-15 02:50:00,9.88,80.0,0.0,0.0,60.0,23.94
U044,U004,1,2026-08-10 13:07:00,8.38,85.0,0.0,0.0,60.0,24.19
U044,U021,0,2026-08-31 20:51:00,10.16,75.0,0.0,0.0,50.0,22.58
U044,U064,0,2026-08-13 07:55:00,8.2,70.0,0.0,100.0,50.0,30.6
U045,U036,0,2026-08-01 18:20:00,7.72,80.0,14.29,0.0,80.0,26.0
U045,U079,0,2026-08-28 23:05:00,5.59,65.0,0.0,0.0,50.0,18.29
U045,U027,0,2026-08-18 05:48:00,8.59,75.0,0.0,0.0,50.0,21.8
U045,U093,0,2026-08-22 22:39:00,70.18,70.0,57.14,0.0,50.0,60.16
U045,U068,0,2026-08-23 07:56:00,4.07,65.0,14.29,0.0,50.0,19.68
U046,U050,1,2026-08-03 20:32:00,7.89,80.0,0.0,0.0,50.0,22.45
U046,U019,1,2026-08-13 21:27:00,11.84,65.0,20.0,0.0,50.0,24.42
U046,U001,1,2026-08-04 21:21:00,10.35,90.0,0.0,0.0,50.0,25.68
U046,U003,1,2026-08-06 20:59:00,4.43,80.0,14.29,0.0,50.0,22.86
U046,U075,0,2026-08-16 18:57:00,5.04,75.0,0.0,0.0,50.0,20.02
U047,U024,0,2026-08-25 21:34:00,20.03,40.0,0.0,0.0,90.0,22.51
U047,U039,0,2026-08-04 06:43:00,4.05,75.0,0.0,0.0,60.0,20.02
U047,U068,0,2026-08-14 03:50:00,10.88,65.0,16.67,0.0,80.0,24.94
U047,U072,0,2026-08-10 06:45:00,8.58,100.0,14.29,0.0,60.0,29.43
U047,U042,0,2026-08-28 12:43:00,14.05,90.0,20.0,0.0,100.0,33.02
U048,U077,0,2026-08-19 01:35:00,4.73,85.0,0.0,0.0,80.0,23.37
U048,U030,1,2026-08-22 20:54:00,11.31,65.0,14.29,0.0,80.0,24.8
U048,U053,1,2026-08-16 12:58:00,10.17,80.0,28.57,0.0,90.0,29.87
U048,U036,1,2026-08-22 12:05:00,7.21,85.0,14.29,0.0,50.0,25.25
U048,U082,0,2026-08-13 22:25:00,2.94,65.0,14.29,0.0,80.0,20.61
U049,U048,0,2026-08-25 10:50:00,1.72,85.0,0.0,0.0,100.0,22.86
U049,U005,0,2026-08-13 03:04:00,5.55,85.0,0.0,0.0,90.0,24.28
U049,U043,0,2026-08-21 12:17:00,9.32,85.0,14.29,0.0,80.0,27.8
U049,U071,1,2026-08-13 23:01:00,12.22,70.0,14.29,0.0,100.0,27.25
U049,U044,0,2026-08-27 23:24:00,7.53,85.0,0.0,0.0,80.0,24.76
U050,U056,1,2026-08-19 21:04:00,9.95,55.0,16.67,0.0,100.0,23.48
U050,U043,1,2026-08-05 20:22:00,17.37,65.0,20.0,0.0,80.0,28.68
U050,U065,0,2026-08-07 01:25:00,10.68,75.0,0.0,0.0,90.0,24.84
U050,U086,0,2026-08-17 23:30:00,9.55,70.0,0.0,0.0,80.0,22.78
U050,U002,0,2026-08-02 17:59:00,11.55,55.0,14.29,0.0,70.0,22.42
U051,U010,0,2026-08-10 17:58:00,24.8,85.0,0.0,0.0,80.0,33.4
U051,U033,0,2026-08-15 22:42:00,23.97,70.0,33.33,0.0,60.0,33.99
U051,U041,0,2026-08-22 21:33:00,24.53,85.0,0.0,0.0,60.0,32.26
U051,U099,0,2026-08-22 13:38:00,6.61,80.0,16.67,0.0,60.0,24.8
U051,U011,0,2026-08-27 02:29:00,6.02,100.0,0.0,0.0,60.0,26.01
U052,U033,1,2026-08-12 05:43:00,5.04,70.0,0.0,0.0,80.0,20.52
U052,U044,0,2026-08-08 00:43:00,20.59,80.0,0.0,0.0,70.0,29.79
U052,U060,0,2026-08-22 22:33:00,4.02,70.0,0.0,0.0,50.0,18.51
U052,U012,0,2026-08-04 06:17:00,3.02,65.0,0.0,100.0,100.0,29.51
U052,U082,0,2026-08-07 18:04:00,5.75,85.0,0.0,0.0,90.0,24.38
U053,U064,0,2026-08-30 20:54:00,6.39,80.0,0.0,0.0,50.0,21.69
U053,U067,0,2026-08-01 01:29:00,9.67,65.0,20.0,0.0,80.0,24.83
U053,U041,0,2026-08-23 20:13:00,21.81,85.0,14.29,0.0,80.0,34.05
U053,U013,0,2026-08-18 23:44:00,7.55,65.0,16.67,0.0,50.0,21.78
U053,U054,0,2026-08-10 23:37:00,10.21,75.0,20.0,0.0,50.0,25.6
U054,U091,0,2026-08-25 09:10:00,8.33,85.0,0.0,0.0,60.0,24.16
U054,U018,0,2026-08-14 04:27:00,5.22,55.0,0.0,0.0,50.0,16.11
U054,U045,1,2026-08-16 10:21:00,6.62,90.0,14.29,0.0,90.0,27.95
U054,U032,0,2026-08-21 21:44:00,41.65,50.0,57.14,0.0,50.0,41.9
U054,U086,0,2026-08-14 08:59:00,10.46,80.0,20.0,0.0,80.0,28.23
U055,U004,1,2026-08-28 06:32:00,13.43,70.0,0.0,0.0,90.0,25.22
U055,U040,0,2026-08-23 08:44:00,2.75,50.0,0.0,0.0,80.0,15.38
U055,U043,1,2026-08-10 16:13:00,9.1,85.0,0.0,0.0,90.0,26.05
U055,U015,0,2026-08-17 12:29:00,1.96,70.0,0.0,0.0,50.0,17.48
U055,U030,0,2026-08-17 00:30:00,5.48,50.0,0.0,0.0,90.0,17.24
U056,U011,0,2026-08-04 03:16:00,15.64,70.0,16.67,0.0,70.0,27.82
U056,U064,0,2026-08-22 12:46:00,5.22,60.0,0.0,0.0,50.0,17.11
U056,U088,1,2026-08-07 21:01:00,15.97,40.0,16.67,0.0,90.0,22.99
U056,U076,0,2026-08-27 07:00:00,9.69,70.0,0.0,0.0,90.0,23.34
U056,U100,0,2026-08-17 02:04:00,5.15,55.0,0.0,0.0,90.0,18.08
U057,U007,0,2026-08-29 01:44:00,7.68,55.0,0.0,0.0,90.0,19.34
U057,U079,0,2026-08-27 15:52:00,4.64,60.0,0.0,0.0,70.0,17.82
U057,U086,0,2026-08-04 12:12:00,2.95,85.0,0.0,0.0,80.0,22.48
U057,U012,0,2026-08-21 02:36:00,3.44,75.0,0.0,0.0,90.0,21.22
U057,U065,1,2026-08-09 07:48:00,2.56,50.0,0.0,0.0,90.0,15.78
U058,U073,0,2026-08-21 00:34:00,17.28,55.0,0.0,0.0,90.0,24.14
U058,U026,0,2026-08-30 22:19:00,1.59,70.0,0.0,0.0,70.0,18.3
U058,U085,0,2026-08-28 09:40:00,2.81,75.0,0.0,0.0,70.0,19.91
U058,U023,0,2026-08-25 21:55:00,7.91,85.0,28.57,0.0,90.0,29.74
U058,U087,1,2026-08-02 10:16:00,5.08,55.0,16.67,0.0,90.0,20.54
U059,U081,0,2026-08-06 08:01:00,7.9,85.0,0.0,0.0,50.0,23.45
U059,U040,1,2026-08-10 04:16:00,4.88,70.0,14.29,0.0,50.0,21.08
U059,U080,0,2026-08-21 08:23:00,9.04,75.0,0.0,0.0,80.0,23.52
U059,U045,0,2026-08-02 00:09:00,33.79,70.0,42.86,0.0,70.0,40.83
U059,U020,0,2026-08-31 09:01:00,8.3,85.0,14.29,0.0,70.0,26.79
U060,U072,0,2026-08-18 10:26:00,12.59,55.0,0.0,0.0,70.0,20.8
U060,U091,0,2026-08-03 12:38:00,3.86,50.0,0.0,0.0,50.0,14.43
U060,U071,0,2026-08-02 23:14:00,4.91,75.0,16.67,0.0,50.0,22.45
U060,U067,0,2026-08-17 09:58:00,7.59,75.0,0.0,0.0,60.0,21.8
U060,U059,0,2026-08-19 22:38:00,5.15,85.0,0.0,0.0,70.0,23.08
U061,U002,0,2026-08-10 18:49:00,9.58,90.0,0.0,0.0,70.0,26.29
U061,U053,0,2026-08-22 00:24:00,32.32,80.0,50.0,0.0,90.0,44.16
U061,U094,0,2026-08-17 11:13:00,28.24,85.0,33.33,0.0,90.0,40.62
U061,U047,0,2026-08-26 14:06:00,6.71,65.0,0.0,0.0,80.0,20.36
U061,U099,0,2026-08-19 11:57:00,7.27,70.0,0.0,0.0,70.0,21.13
U062,U016,0,2026-08-25 22:47:00,6.23,75.0,0.0,0.0,70.0,21.61
U062,U023,1,2026-08-06 21:20:00,29.87,90.0,14.29,0.0,100.0,40.08
U062,U097,0,2026-08-01 13:39:00,6.54,100.0,0.0,0.0,80.0,27.27
